company_id,industry,employee_range
"5f5446f2bdb9a93","Software and Technology","250 - 499"
"606980735c5cbc8","Business Services","100 - 249"
"607fd648742b22d","Software and Technology","50 - 99"
"60b26e3a6adf038","Software and Technology","100 - 249"
"612c2ce4de314a4","Financial Services","1,000 - 4,999"
"61e00f335127a34","Healthcare and Medical","10,000+"
"61ed9a2c2f24303","Software and Technology","10 - 19"
"61f706e4e6e153e","Financial Services","50 - 99"
"62a8f832aa62878","Manufacturing","100 - 249"
"62f71bf0b61f7ee","Software and Technology","20 - 49"
"633d7f535a9b965","Software and Technology","0 - 9"
"636e6b266f64706","Media and Entertainment","1,000 - 4,999"
"637616ea7f2f517","Financial Services","50 - 99"
"6431408b8ee52d6","Business Services","1,000 - 4,999"
"6447aa9d22c5135","Software and Technology","20 - 49"
"64ba52845ed1b80","Transportation and Logistics","N/A"
"64fe82844a00769","Software and Technology","20 - 49"
"65065d10ab2b299","Software and Technology","0 - 9"
"65ffa4d04e55bc9","Healthcare and Medical","100 - 249"
"66090202f42c7ca","Manufacturing","100 - 249"
"66362ffe90edc22","Business Services","0 - 9"
"66583f662c5ab45","Consumer Goods and Services","100 - 249"
"668c9bdad15ac54","Software and Technology","100 - 249"
"672436b244a4771","Software and Technology","20 - 49"
"6816080ba0445e9","Government","500 - 999"
"681fc6dcea43c8e","Software and Technology","50 - 99"
"683e95f008147b6","Transportation and Logistics","1,000 - 4,999"
"6853b84b41f26f7","Business Services","10 - 19"
"69b9e9e6f4727cc","Software and Technology","50 - 99"
"69ea4a98b9c6b5e","Financial Services","20 - 49"
"6a553a8700b6297","Software and Technology","250 - 499"
"6aa8c5f9f02034b","Manufacturing","0 - 9"
"6ac7a678ad1cc0a","Business Services","250 - 499"
"6b702c500692de5","Education","1,000 - 4,999"
"6ba5a8e5301fa38","Software and Technology","50 - 99"
"6c891400673f1e1","Financial Services","100 - 249"
"6cc549214e8e139","Business Services","500 - 999"
"6cd215bc725f098","Business Services","100 - 249"
"6d1da03b9454c6e","Business Services","100 - 249"
"6d4454e408dba45","Automotive","1,000 - 4,999"
"6dc5df7a080586f","Government","1,000 - 4,999"
"6dea6f444444fa8","Retail and Distribution","1,000 - 4,999"
"6dfc7dc8748b200","Business Services","100 - 249"
"6e9d9d751f3aed7","Construction","1,000 - 4,999"
"6f062c10f4840f4","Energy and Utilities","100 - 249"
"27ebefb5a02a044","Business Services","50 - 99"
"287da7cc17d4fe2","Business Services","20 - 49"
"28a01018e6122e1","Business Services","0 - 9"
"28d04529b321062","Business Services","20 - 49"
"28f53a977c1392d","Associations","20 - 49"
"294f3a24b6e29f1","Telecommunications","0 - 9"
"296609723a51c58","Business Services","10,000+"
"29794b8920fb8bb","Software and Technology","50 - 99"
"29a7fb562a84971","Business Services","100 - 249"
"2a37381ba90e574","Transportation and Logistics","1,000 - 4,999"
"2aa1e21c69e0791","Software and Technology","0 - 9"
"2abba8e60007d3f","Transportation and Logistics","50 - 99"
"2b17892b1292d37","Software and Technology","20 - 49"
"2b23661b0f2a5be","Education","5,000 - 9,999"
"2b62e9168c74d4f","Construction","1,000 - 4,999"
"2b63a6fa37845f4","Business Services","10,000+"
"2bb72f27584a0cc","Healthcare and Medical","100 - 249"
"2bc46e24185fdc8","Real Estate","100 - 249"
"2c425a6d3a1b594","Business Services","100 - 249"
"2c6cd2a90f360ee","Healthcare and Medical","50 - 99"
"2c7f01df6d52269","Business Services","0 - 9"
"2cbbe813444df47","Business Services","20 - 49"
"2cc9f15764ecbb7","Recreation","1,000 - 4,999"
"2d9c0c46f40fd1b","Business Services","0 - 9"
"2deb137969d394a","Software and Technology","1,000 - 4,999"
"2e102e551e452fa","Energy and Utilities","10,000+"
"2e1b71f07703e27","Software and Technology","50 - 99"
"2e439b907554581","Business Services","10 - 19"
"2e529e2cac115e2","Construction","500 - 999"
"2e7f4d1a3697301","Construction","1,000 - 4,999"
"2f863ba729f6b0e","Retail and Distribution","0 - 9"
"30279e9eff7f787","Software and Technology","100 - 249"
"31069281fb2aea1","Business Services","100 - 249"
"31a445eb13b7998","Software and Technology","20 - 49"
"31be1343a5702e3","Telecommunications","50 - 99"
"31e79b75425ef34","Software and Technology","50 - 99"
"31f03c5389cf9cc","Financial Services","1,000 - 4,999"
"31f38c0c7962ae1","Telecommunications","10,000+"
"32a30363091b144","Energy and Utilities","5,000 - 9,999"
"33b036456689674","Manufacturing","1,000 - 4,999"
"33c03854c528a34","Food and Beverage","500 - 999"
"34a2626aa431ae0","Financial Services","50 - 99"
"34d9f651ee1d2f4","Software and Technology","0 - 9"
"35a8283ff7db8c2","Manufacturing","500 - 999"
"3665277e3b325f7","Software and Technology","20 - 49"
"36d2a4e63acb535","Software and Technology","20 - 49"
"36f57c609cd1ad8","Government","500 - 999"
"3726588075ae0da","Pharmaceuticals","1,000 - 4,999"
"37331ce1895d186","Transportation and Logistics","20 - 49"
"3875d1e98c02feb","Financial Services","10,000+"
"388b8d4f9adcefd","Construction","50 - 99"
"38a50ea505ae1e0","Business Services","0 - 9"
"390eae2a36bcc3c","Software and Technology","5,000 - 9,999"
"39942c43dfd6a1f","Printing and Publishing","20 - 49"
"39a2eb79e5001b5","Software and Technology","500 - 999"
"39ff6e2d4921931","Retail and Distribution","100 - 249"
"3a087d01b509279","Food and Beverage","10,000+"
"3a43b0feb4a0cd7","Software and Technology","20 - 49"
"3a7ee6a054b1a39","Financial Services","0 - 9"
"3af7b15b58b1339","Retail and Distribution","0 - 9"
"3b0f7370c7baeef","Business Services","20 - 49"
"3b48536887735a7","Business Services","0 - 9"
"3b4f2b2fc75e483","Software and Technology","100 - 249"
"3bd301641a18067","Software and Technology","10 - 19"
"3be35429972438b","N/A","0 - 9"
"3bfedb4b8ae0651","Manufacturing","500 - 999"
"3c3317fe5a12757","Software and Technology","100 - 249"
"3d2969288f940f9","Financial Services","50 - 99"
"3dcf335c6419e27","Business Services","100 - 249"
"3dd81e0ae50a2c8","N/A","N/A"
"3e02fb224610ffa","Manufacturing","50 - 99"
"3e111f7bde5576d","Business Services","0 - 9"
"3e2ad8bbc46ea8a","N/A","N/A"
"3e35544c470d312","Software and Technology","50 - 99"
"3e7c86e750896db","Software and Technology","100 - 249"
"3f18dc5f8a9d35e","Software and Technology","20 - 49"
"3fc6a409e34d5e1","Software and Technology","N/A"
"3fee7c78363a63b","Telecommunications","100 - 249"
"410d111f9e918a8","Financial Services","100 - 249"
"414db7118ecfef0","Business Services","250 - 499"
"418e1adb5bbb786","Construction","20 - 49"
"418eaa82e19b7de","Construction","100 - 249"
"421148308cfc60e","Software and Technology","10,000+"
"421684128ccb05f","Software and Technology","250 - 499"
"42a877dfe20ede8","Software and Technology","50 - 99"
"42f54c204f2b3af","Energy and Utilities","5,000 - 9,999"
"42fd6b48462d744","Software and Technology","10,000+"
"43b8053660267a3","Hardware","0 - 9"
"43cd065955f5db9","Business Services","0 - 9"
"4445216b2d872eb","Business Services","20 - 49"
"448961461f1c6bc","Business Services","20 - 49"
"460ba89da10817e","Software and Technology","500 - 999"
"461a0f7333d63d5","Manufacturing","100 - 249"
"4747d2bfe2f9beb","Software and Technology","100 - 249"
"4755f357139d983","Healthcare and Medical","10,000+"
"47768c33f5d9742","Software and Technology","100 - 249"
"47947242da6108c","Business Services","20 - 49"
"4892d55fdb0dec3","Automotive","1,000 - 4,999"
"4918bd45191e9cd","Software and Technology","20 - 49"
"4991d7e44abd7f4","Financial Services","20 - 49"
"49c34ca02b040fd","Healthcare and Medical","100 - 249"
"4a8e284090a31ce","Healthcare and Medical","1,000 - 4,999"
"4abb55d675fe72b","Business Services","50 - 99"
"4b4b5a3e56d9a5b","Retail and Distribution","100 - 249"
"ba336f3eff6300b","Hardware","10,000+"
"ba7fe328ee67445","Business Services","10 - 19"
"ba9acb1812ae76d","Healthcare and Medical","50 - 99"
"bad60298862b0be","Software and Technology","20 - 49"
"bb16e8289e22a27","Software and Technology","10 - 19"
"bb252bbce23b8e1","Healthcare and Medical","1,000 - 4,999"
"bb494676dcbd6e8","Business Services","250 - 499"
"bbf617267b2c6ba","Software and Technology","20 - 49"
"bc4ece9acb25f20","Construction","250 - 499"
"bcbd610b26ea680","Hardware","50 - 99"
"bd9569e6e2aa144","Business Services","500 - 999"
"be7903e7595b570","Business Services","10,000+"
"beaa044f7e92b77","Software and Technology","20 - 49"
"bec1b8c23a9bf94","Business Services","500 - 999"
"bf40c540c9570a4","Software and Technology","20 - 49"
"bf4763f76fb0e03","Software and Technology","20 - 49"
"bf66b495a418c61","Government","0 - 9"
"bf7377f33a8f6af","Software and Technology","20 - 49"
"bf7b6137cf405ed","N/A","100 - 249"
"bf8986f05baf1ff","Software and Technology","1,000 - 4,999"
"bfedbe1530c54c0","Software and Technology","50 - 99"
"c05ff88505a5f0d","Real Estate","100 - 249"
"c0a4f3633689835","Media and Entertainment","250 - 499"
"c0e34a534e8b9d0","Business Services","20 - 49"
"c10dfc761562616","Business Services","50 - 99"
"c153c25aa9c2b2c","Business Services","20 - 49"
"c17497433a0eadd","Automotive","500 - 999"
"c1c063af750dcfd","N/A","N/A"
"c25a2b4b0c67b8a","Manufacturing","20 - 49"
"c2d89fb064a52a6","Education","1,000 - 4,999"
"c2ffa58de25a373","Business Services","100 - 249"
"c34c7ca2165f147","Software and Technology","20 - 49"
"c36c01d47da0edd","Financial Services","20 - 49"
"c382dcd55712d16","Business Services","100 - 249"
"c38820806663b50","Business Services","1,000 - 4,999"
"c3a554b8e917ed5","Retail and Distribution","20 - 49"
"c4a4b862de6234b","Business Services","100 - 249"
"c533c66992232ef","Software and Technology","20 - 49"
"c560080895210b2","Real Estate","100 - 249"
"c652bdd87a7306b","Software and Technology","1,000 - 4,999"
"c669093fe0c1bd8","Education","20 - 49"
"c66ed5720a3d0a6","Consumer Goods and Services","500 - 999"
"c6a251c69c6b8ab","Healthcare and Medical","20 - 49"
"c6c25f08a26d3a5","Software and Technology","100 - 249"
"c6e394a0442365e","Hardware","1,000 - 4,999"
"c7065f5c3fe12ca","Software and Technology","20 - 49"
"c74ed7d4986008b","Retail and Distribution","50 - 99"
"c7661bef59018c5.489bd9ffc025a6c","Healthcare and Medical","10,000+"
"c7a80a0972a3f73","Healthcare and Medical","100 - 249"
"c81e7b91f18a880","Software and Technology","50 - 99"
"c8622cb2e53efae","Manufacturing","1,000 - 4,999"
"c87bf11fb8959f4","Software and Technology","10 - 19"
"c88f5420dede92a","Software and Technology","100 - 249"
"c8c1d7d57694690","Business Services","50 - 99"
"c96250eaa04a964","Software and Technology","50 - 99"
"c973ef827cda4ff","Software and Technology","100 - 249"
"ca90d8d8dca6844","Healthcare and Medical","20 - 49"
"cacfe73b37e937b","Business Services","10 - 19"
"cbfa19d36e99bda","Software and Technology","0 - 9"
"cc5cf1633c29828","N/A","250 - 499"
"cc6ce69fb48cfe0","Consumer Goods and Services","0 - 9"
"cc7a4f292997c0a","Software and Technology","100 - 249"
"cc7c367265ac625","Media and Entertainment","100 - 249"
"cc9f0314a0c7b4a","Real Estate","100 - 249"
"ccaf3d972048e5f","Software and Technology","50 - 99"
"cd809ae70222ba5","Financial Services","20 - 49"
"cddd68bbb8d93ce","Software and Technology","20 - 49"
"ce2daaebbd2a329","Financial Services","100 - 249"
"ce327ec18f16805","Retail and Distribution","500 - 999"
"ce5ed853693dea0","Healthcare and Medical","10,000+"
"ce69b747d325a0e","Financial Services","250 - 499"
"ced45cd362e1980","Business Services","20 - 49"
"cf1a60b0039e4b7","Software and Technology","20 - 49"
"cf39f6a4c434b63","Software and Technology","100 - 249"
"cf611568b732784","Manufacturing","N/A"
"cfd6bc1eb4936a9","Healthcare and Medical","1,000 - 4,999"
"d0046aaa8b8ac27","Software and Technology","100 - 249"
"d03bd51395d3c5d","Healthcare and Medical","1,000 - 4,999"
"d0674b44393f6f1","Software and Technology","0 - 9"
"d11fe210fa5a459","Business Services","0 - 9"
"d1502af81eb0fbf","Construction","500 - 999"
"d255f262ec23fb0","Software and Technology","100 - 249"
"d2e4ba0e51d09c8","Software and Technology","5,000 - 9,999"
"d3645c2bb0e999a","Software and Technology","50 - 99"
"d44be2dcbb5c322","Software and Technology","N/A"
"d501b496a558fe9","Food and Beverage","20 - 49"
"d501e89485380a4","Business Services","20 - 49"
"d537220bbd9513d","Food and Beverage","1,000 - 4,999"
"d5b64a9a0b81eef","N/A","N/A"
"d602e096311a2b6","Software and Technology","20 - 49"
"d6073552fa51870","Software and Technology","50 - 99"
"d6ffc2f9ff77cec","Business Services","20 - 49"
"d73514ca9698a5f","Retail and Distribution","500 - 999"
"d7e0ee2d91f54f2","Business Services","100 - 249"
"d7f6191f35ae682","Software and Technology","50 - 99"
"d7ff9fe0f188420","Business Services","1,000 - 4,999"
"d8dd4445c63abb2","Healthcare and Medical","10,000+"
"d8f45835b16ffba","Software and Technology","0 - 9"
"d99e09a3ee3a511","Business Services","5,000 - 9,999"
"d99f6e282d268f3","Energy and Utilities","250 - 499"
"d9ee2c92aaa0d93","Financial Services","1,000 - 4,999"
"d9fc21c90a10b38","Business Services","100 - 249"
"da3fc7b7ef10614","Real Estate","100 - 249"
"da8765e56d61445","Healthcare and Medical","20 - 49"
"da8ad7037646996","Financial Services","0 - 9"
"daa76d00c5b5562","Business Services","10 - 19"
"dad9323a8c15543","Associations","50 - 99"
"dae0051f01e8cfb","Telecommunications","10,000+"
"daf9e32218b8e98","Software and Technology","50 - 99"
"dafcae81db3598f","Software and Technology","100 - 249"
"db19a81170da199","Business Services","500 - 999"
"db1a655bd086c7f","Financial Services","50 - 99"
"db38c1e32624a97","Associations","500 - 999"
"dbc69f053b97673","Manufacturing","100 - 249"
"dc63493d63304d6","Telecommunications","100 - 249"
"dce116e5f25ddbc","Financial Services","500 - 999"
"dcf8f356ba06531","Financial Services","10 - 19"
"dd350781e251c25","Business Services","0 - 9"
"dd542dcff7243f7","Healthcare and Medical","100 - 249"
"dd9957583cf873d","Financial Services","100 - 249"
"dddf8515ff56c20","Software and Technology","0 - 9"
"ddfdad6f7bc77cd","Healthcare and Medical","1,000 - 4,999"
"df173900704911e","Financial Services","10,000+"
"df3394f38be85ad","Business Services","50 - 99"
"e0285ce710ba696","Software and Technology","100 - 249"
"e0e361952a3241b","Manufacturing","5,000 - 9,999"
"e123c9f4582729c","Software and Technology","20 - 49"
"e132fc5cbc63864","Business Services","20 - 49"
"e14fff34ce22c38","Retail and Distribution","20 - 49"
"e1c38a7a5f80c39","Business Services","100 - 249"
"e24325aef39c9c2","Business Services","100 - 249"
"e243b12ddd68b31","Financial Services","100 - 249"
"e26292dcf3755a8","Business Services","50 - 99"
"e2c0f281ea93375","Manufacturing","5,000 - 9,999"
"e2c404bdbd95da0","Manufacturing","100 - 249"
"e326d1bf05e91d0","Manufacturing","250 - 499"
"e3290f27e02a782","Government","10,000+"
"e336dfdd4b58ae8","Consumer Goods and Services","100 - 249"
"e391bb6c7f8ddfd","Food and Beverage","5,000 - 9,999"
"e3f7814ba80541d","Consumer Goods and Services","1,000 - 4,999"
"e4394268581c498","Financial Services","500 - 999"
"e43e6b41e5f6605","Software and Technology","100 - 249"
"e44b5e2094ea684","Software and Technology","50 - 99"
"e4564abe2fde1eb","Media and Entertainment","1,000 - 4,999"
"e4b53836ef807b4","Business Services","5,000 - 9,999"
"e4b9872652f5707","Associations","20 - 49"
"e625dad63828e59","Healthcare and Medical","10,000+"
"e7151bb01e78092","Software and Technology","1,000 - 4,999"
"e79327998a4ff4e","Financial Services","100 - 249"
"e7977404f7fc99f","Automotive","20 - 49"
"e79e062f1c5651d","Manufacturing","250 - 499"
"e7c341db939f0d2","Software and Technology","20 - 49"
"e7e0ddab16418e9","Financial Services","100 - 249"
"e84f5e3411ac007","Hardware","500 - 999"
"e905b33e7eb80f4","Healthcare and Medical","50 - 99"
"e941b73a956a481","Business Services","100 - 249"
"e96f026c0250e04","Healthcare and Medical","20 - 49"
"e9a2d0ca816c4ad","Manufacturing","500 - 999"
"e9b0542f5af043f","Retail and Distribution","10,000+"
"ea025c724f892a2","Consumer Goods and Services","50 - 99"
"eab9557b6d587d6","Software and Technology","50 - 99"
"eaecf0b918af2e2","Manufacturing","250 - 499"
"eb626bf2a72cc26","Business Services","50 - 99"
"eb62878e32bc746","Business Services","20 - 49"
"eb8030e7ae57a8c","Financial Services","50 - 99"
"ebacff4e8c6bcc4","Software and Technology","1,000 - 4,999"
"ec2733c7090521a","Construction","10 - 19"
"ec4fbd92fd8e0d6","Transportation and Logistics","100 - 249"
"ec648162807edaa","Software and Technology","50 - 99"
"eca20fbd9dfcac2","Software and Technology","20 - 49"
"ed57f1ebbf88797","Manufacturing","1,000 - 4,999"
"edec7dfa3fd1ed1","Manufacturing","100 - 249"
"eeca2c9a18f537a","N/A","N/A"
"ef12cca2d3f5ed9","Government","10,000+"
"ef3fd3fad361563","Financial Services","1,000 - 4,999"
"ef6a63c565fec76","Software and Technology","N/A"
"ef88bb501a0c1be","Transportation and Logistics","1,000 - 4,999"
"effd5168cce725f","Software and Technology","50 - 99"
"f00c6840d5c2fca","Transportation and Logistics","20 - 49"
"f06e11d4b4a8605","Government","1,000 - 4,999"
"f0ab2f03862816c","Government","1,000 - 4,999"
"f12346033209084","Education","500 - 999"
"f17e688b8c6d35f","Business Services","20 - 49"
"f1b72c1292d421d","Business Services","1,000 - 4,999"
"f2fe576ca78c5a9","Healthcare and Medical","N/A"
"f365dd38d7405e2","Software and Technology","20 - 49"
"f36e1accbdf4730","Transportation and Logistics","1,000 - 4,999"
"f3c7c791ba354e0","Software and Technology","20 - 49"
"f3dbc3b53768871","Recreation","250 - 499"
"f49ff63b2abc00f","Software and Technology","100 - 249"
"f50e5ee1ec404e7","Software and Technology","20 - 49"
"f5ec9405b32e0d8","Healthcare and Medical","100 - 249"
"f5f254d124e3ca8","Software and Technology","10 - 19"
"f60d6ca5b353459","Software and Technology","1,000 - 4,999"
"f61363615e92563","Software and Technology","0 - 9"
"f632296844960e8","Healthcare and Medical","500 - 999"
"f68286ddcd6990c","Financial Services","1,000 - 4,999"
"f71a02ed5e30c56","Consumer Goods and Services","0 - 9"
"f7221a8a71de406","Business Services","1,000 - 4,999"
"f733713f587aa7c","Business Services","20 - 49"
"f760724a6b58081","Media and Entertainment","1,000 - 4,999"
"f77bda8e6989847","Business Services","100 - 249"
"f7a28a58956d4bd","Software and Technology","50 - 99"
"f7a3eabb360b762","Software and Technology","20 - 49"
"f874b0c8a37bf13","Telecommunications","10,000+"
"f9987fd59830b25","Government","10,000+"
"fa623e0558e3bb0","Media and Entertainment","1,000 - 4,999"
"fb0911d9d51a49d","Recreation","1,000 - 4,999"
"fb6f3bfcda62f66","Business Services","20 - 49"
"fb7fad8cd41793d","Associations","100 - 249"
"fc3c657658170b4","Business Services","0 - 9"
"fc53697bd9f3ef3","Associations","250 - 499"
"fc58e6aa43f1936","Software and Technology","50 - 99"
"fc9e8c89a431237","Government","500 - 999"
"fcb253149aa41f1","Software and Technology","50 - 99"
"fcbbb7267a9c9e4","Software and Technology","500 - 999"
"fcbc4f1b3fcd242","Software and Technology","100 - 249"
"fd164f12925e8b2","Manufacturing","20 - 49"
"fd1d043501fcb50","Consumer Goods and Services","50 - 99"
"fd989aceb55a3ee","Software and Technology","50 - 99"
"fe200c9f2d9186f","Financial Services","1,000 - 4,999"
"fe907b09575ce65","Education","10,000+"
"fedf63ec9862206","Software and Technology","100 - 249"
"fefe804002a6e7e","Healthcare and Medical","100 - 249"
"ff17f65bdca6266","Software and Technology","100 - 249"
"ff37fed666be559","Business Services","1,000 - 4,999"
"ff4c09359b24c6d","Financial Services","0 - 9"
"ba305a21dd64a83","Construction","1,000 - 4,999"
"ba32b925b90134f","Software and Technology","100 - 249"
"baaa0124a0dcc7a","Retail and Distribution","100 - 249"
"baf836d4188e5e0","Software and Technology","0 - 9"
"bb0e9f4cbd9ea7e","Business Services","50 - 99"
"bbd6ff9d314b9cc","Software and Technology","250 - 499"
"bc1d1f0e87f78bb","N/A","N/A"
"bc4b0c4356b5715","Financial Services","20 - 49"
"bcb19a3be47f94a","Business Services","1,000 - 4,999"
"bd2fd3972083856","Software and Technology","1,000 - 4,999"
"bd45c9bc76582aa","Software and Technology","20 - 49"
"bd60f91a5b2fab7","Financial Services","100 - 249"
"bd961a176273035","Software and Technology","250 - 499"
"bedd868225a63e8","Retail and Distribution","10,000+"
"bef9c44454b8ed0","Software and Technology","100 - 249"
"bf176c6fcddd849","Business Services","0 - 9"
"bf3a998158748d1","Retail and Distribution","20 - 49"
"bf5171e91e45e43","Retail and Distribution","1,000 - 4,999"
"bf79e563f42b6af","Business Services","20 - 49"
"bf7dd2ac431e5ed","Manufacturing","250 - 499"
"bfaa35b269743c7","Retail and Distribution","20 - 49"
"bfbaaaf5c77ab37","Software and Technology","20 - 49"
"c006728197288fc","Software and Technology","50 - 99"
"c0d57be48450419","Business Services","50 - 99"
"c10f653bdd48511","Software and Technology","50 - 99"
"c12de37944bcd03","Financial Services","250 - 499"
"c1cd3a0a2e192b5","Business Services","50 - 99"
"c20d24e5306f4d4","Software and Technology","20 - 49"
"c25da82229424e9","Education","20 - 49"
"c284f5d1f7e86d1","Automotive","20 - 49"
"c28884de1a9365e","Associations","250 - 499"
"c2e77b95ad0000b","Software and Technology","5,000 - 9,999"
"c3155de6f982af3","Software and Technology","1,000 - 4,999"
"c4003386e646759","Business Services","100 - 249"
"c433b0f33207eb3","Retail and Distribution","100 - 249"
"c477541561e7eb7","Business Services","N/A"
"c47b20f66b3f6b0","Business Services","20 - 49"
"c4859dca26af18a","Healthcare and Medical","50 - 99"
"c4ee9b4a72c15d7","Automotive","1,000 - 4,999"
"c4fbec8bd4430c5","Business Services","50 - 99"
"c5353446a2dc667","Business Services","100 - 249"
"c5679e9b674293a","Manufacturing","250 - 499"
"c589b2e33ec7fb4","Business Services","50 - 99"
"c6209494e12af59","Financial Services","1,000 - 4,999"
"c655ffd779628d4","Business Services","250 - 499"
"c682404637d871d","Financial Services","100 - 249"
"c6b0673e96343fb","Software and Technology","50 - 99"
"c6d3b4abe3328d7","Telecommunications","500 - 999"
"c6f8acc52708c5a","Software and Technology","20 - 49"
"c74e55048612536","Retail and Distribution","10,000+"
"c796c6f12c17331","Software and Technology","250 - 499"
"c7e2370210e6e19","Software and Technology","50 - 99"
"c837c49735e37d1","Construction","50 - 99"
"c8443b9cbfd3aec","Telecommunications","100 - 249"
"c8fb376cf81fdb5","Business Services","500 - 999"
"c930153fab51152","Retail and Distribution","10,000+"
"c9c1b93fca7022b","Education","1,000 - 4,999"
"c9fabb7fb2d7fc2","Manufacturing","500 - 999"
"ca0bd13f0e4c22e","Real Estate","10,000+"
"ca2eb871116e185","Business Services","20 - 49"
"ca821c340c1c1a3","Food and Beverage","10,000+"
"cab9a902f944eab","Retail and Distribution","100 - 249"
"cb0eb95c8ba0fa3","Media and Entertainment","250 - 499"
"cb128ade98ab7b9","Retail and Distribution","5,000 - 9,999"
"cb5da2945959609","Software and Technology","100 - 249"
"cbf4fe770075cd0","Software and Technology","20 - 49"
"cca8602dc5f9c76","Financial Services","100 - 249"
"ccc41d8f8ce299c","Healthcare and Medical","10,000+"
"ccea9194239cf1e","Media and Entertainment","1,000 - 4,999"
"ccff67981f65e0d","Government","50 - 99"
"cd63293ee19d77e","Business Services","20 - 49"
"cd6343f16a1392e","Automotive","10,000+"
"cd8a5659f27a6e1","Software and Technology","500 - 999"
"cdd0f9975ce0a5e","Business Services","50 - 99"
"ce8f7a351870fca","Healthcare and Medical","10,000+"
"ce93ab6ef46a008","Software and Technology","20 - 49"
"d02191a8f2eb891","Government","50 - 99"
"d0a5c6449abbb8e","Financial Services","250 - 499"
"d0f3aff15b84f77","Software and Technology","20 - 49"
"d0fae1a329504b8","Education","500 - 999"
"d0fced1c4f9ccb6","Healthcare and Medical","250 - 499"
"d10b7e589f3f29b","Manufacturing","100 - 249"
"d10cbe2758eb54a","Energy and Utilities","1,000 - 4,999"
"d1c13eb7b039b54","Healthcare and Medical","1,000 - 4,999"
"d2d60f022fd6c9f","Retail and Distribution","0 - 9"
"d2f16e50c9a1612","Healthcare and Medical","10,000+"
"d2f892708f5568d","Software and Technology","10 - 19"
"d39de27f10719a0","Hospitality and Travel","0 - 9"
"d4176f35e700957","Software and Technology","20 - 49"
"d4730da96b35bf3","Business Services","50 - 99"
"d47e4b09bfcb057","Media and Entertainment","20 - 49"
"d4b2992154ef5e9","Education","20 - 49"
"d4b7cd1343b8711","Software and Technology","100 - 249"
"d4f559fa98cb0c2","Business Services","50 - 99"
"d505b31bef5e84f","Software and Technology","250 - 499"
"d50d6f7b14a71b7","Software and Technology","50 - 99"
"d51b6ea9aad4fd8","Healthcare and Medical","250 - 499"
"d6136ef3e766e17","Software and Technology","100 - 249"
"d675bdb1db4fda9","Business Services","20 - 49"
"d695382026ea276","Business Services","0 - 9"
"d6f5df7ce7e5664","Healthcare and Medical","20 - 49"
"d71c1125d9579a9","Business Services","0 - 9"
"d73fa64108eb679","Healthcare and Medical","5,000 - 9,999"
"d745f6e299f83ec","Media and Entertainment","500 - 999"
"d78e79a8ed005a5","Energy and Utilities","0 - 9"
"d84c900561acda6","Business Services","100 - 249"
"d84dc25feb91629","Telecommunications","1,000 - 4,999"
"d87f731dad83da1","Retail and Distribution","5,000 - 9,999"
"d89deb4dfc93cd3","Software and Technology","50 - 99"
"d89dff85d7582ed","Business Services","20 - 49"
"d9a393c99e3ca12","Business Services","250 - 499"
"da25ad1cb3905b5","Retail and Distribution","20 - 49"
"da2e108308fc334","Business Services","250 - 499"
"da8578cb8ff1f18","Software and Technology","20 - 49"
"daa26aff587fc7a","Media and Entertainment","1,000 - 4,999"
"dad609103164156","Recreation","20 - 49"
"dafadc12d2ea319","Government","1,000 - 4,999"
"dbb9160b1991802","Software and Technology","100 - 249"
"dc8c575084f48a6","Business Services","20 - 49"
"dcc56cc3e7bfc1d","Business Services","1,000 - 4,999"
"dd27b0bb158b4aa","Transportation and Logistics","100 - 249"
"dd3ad789e172186","Business Services","100 - 249"
"dd550931850fa74","Manufacturing","1,000 - 4,999"
"dd6765be7592291","Food and Beverage","250 - 499"
"de8b0cf73d3c976","Pharmaceuticals","100 - 249"
"de9ec5fe55e2968","Healthcare and Medical","500 - 999"
"df43312ff846ea8","Business Services","100 - 249"
"e030d708db088dd","Manufacturing","1,000 - 4,999"
"e072f56a45b674a","Associations","500 - 999"
"e0a5225d27626b5","Business Services","20 - 49"
"e0cfac0be2fecd9","Hospitality and Travel","100 - 249"
"e0fbbdfc68f6529","Business Services","20 - 49"
"e15185078b6353b","Manufacturing","1,000 - 4,999"
"e29abeb2fa2774c","Software and Technology","1,000 - 4,999"
"e2b19883b29394c","Business Services","250 - 499"
"e2b2e4a03b3f783","Financial Services","10 - 19"
"e2b629bf9be664a","Business Services","10,000+"
"e31509a2fdb52f4","Business Services","100 - 249"
"e3c2057e2cad993","Software and Technology","20 - 49"
"e3dedbc7a37aad1","Software and Technology","50 - 99"
"e4e478f122af817","N/A","N/A"
"e54c9d6c6446b0b","Healthcare and Medical","100 - 249"
"e562f2e43fb0b57","Software and Technology","100 - 249"
"e5d4e29ed3c4616","Energy and Utilities","100 - 249"
"e5d8effc54c5844","Business Services","20 - 49"
"e5f84eaa86b6cd7","Transportation and Logistics","1,000 - 4,999"
"e601d1a55990c9d","Financial Services","100 - 249"
"e6043f37fa75bf0","Software and Technology","20 - 49"
"e686378b6f3c9e6","Financial Services","500 - 999"
"e6b32123e9eb743","Business Services","100 - 249"
"e6c33077c3dc199","Business Services","5,000 - 9,999"
"e712f8c3f5d5fac","Manufacturing","1,000 - 4,999"
"e74fd6d017e89a6","Manufacturing","N/A"
"e88e5f2ff858bc5","Telecommunications","20 - 49"
